tstep 	 iter 	 PG[MW] 	 ThPow [MW] 	 PGMAX [MW]
31 	 2 	 100 	 222.222157029642 	 100
31 	 3 	 100 	 222.222157029642 	 100
31 	 4 	 100 	 222.222157029642 	 100
32 	 1 	 100 	 222.222157029642 	 100
32 	 2 	 100 	 222.222157029642 	 100
32 	 3 	 100 	 222.222157029642 	 100
32 	 4 	 100 	 222.222157029642 	 100
33 	 1 	 100 	 222.222157029642 	 100
33 	 2 	 100 	 222.222157029642 	 100
33 	 3 	 100 	 222.222157029642 	 100
33 	 4 	 100 	 222.222157029642 	 100
34 	 1 	 100 	 222.222157029642 	 100
34 	 2 	 100 	 222.222157029642 	 100
34 	 3 	 100 	 222.222157029642 	 100
34 	 4 	 100 	 222.222157029642 	 100
35 	 1 	 100 	 222.222157029642 	 100
35 	 2 	 100 	 222.222157029642 	 100
35 	 3 	 100 	 222.222157029642 	 100
35 	 4 	 100 	 222.222157029642 	 100
36 	 1 	 100 	 222.222157029642 	 100
36 	 2 	 100 	 222.222157029642 	 100
36 	 3 	 100 	 222.222157029642 	 100
36 	 4 	 100 	 222.222157029642 	 100
37 	 1 	 100 	 222.222157029642 	 100
37 	 2 	 100 	 222.222157029642 	 100
37 	 3 	 100 	 222.222157029642 	 100
37 	 4 	 100 	 222.222157029642 	 100
38 	 1 	 100 	 222.222157029642 	 100
38 	 2 	 100 	 222.222157029642 	 100
38 	 3 	 100 	 222.222157029642 	 100
38 	 4 	 100 	 222.222157029642 	 100
39 	 1 	 100 	 222.222157029642 	 100
39 	 2 	 100 	 222.222157029642 	 100
39 	 3 	 100 	 222.222157029642 	 100
39 	 4 	 100 	 222.222157029642 	 100
40 	 1 	 100 	 222.222157029642 	 100
40 	 2 	 100 	 222.222157029642 	 100
40 	 3 	 100 	 222.222157029642 	 100
40 	 4 	 100 	 222.222157029642 	 100
41 	 1 	 100 	 222.222157029642 	 100
41 	 2 	 100 	 222.222157029642 	 100
41 	 3 	 100 	 222.222157029642 	 100
41 	 4 	 100 	 222.222157029642 	 100
42 	 1 	 100 	 222.222157029642 	 100
42 	 2 	 100 	 222.222157029642 	 100
42 	 3 	 100 	 222.222157029642 	 100
42 	 4 	 100 	 222.222157029642 	 100
43 	 1 	 100 	 222.222157029642 	 100
43 	 2 	 100 	 222.222157029642 	 100
43 	 3 	 100 	 222.222157029642 	 100
43 	 4 	 100 	 222.222157029642 	 100
44 	 1 	 100 	 222.222157029642 	 100
44 	 2 	 100 	 222.222157029642 	 100
44 	 3 	 100 	 222.222157029642 	 100
44 	 4 	 100 	 222.222157029642 	 100
45 	 1 	 100 	 222.222157029642 	 100
45 	 2 	 100 	 222.222157029642 	 100
45 	 3 	 100 	 222.222157029642 	 100
45 	 4 	 100 	 222.222157029642 	 100
46 	 1 	 100 	 222.222157029642 	 100
46 	 2 	 100 	 222.222157029642 	 100
46 	 3 	 100 	 222.222157029642 	 100
46 	 4 	 100 	 222.222157029642 	 100
47 	 1 	 100 	 222.222157029642 	 100
47 	 2 	 100 	 222.222157029642 	 100
47 	 3 	 100 	 222.222157029642 	 100
47 	 4 	 100 	 222.222157029642 	 100
48 	 1 	 100 	 222.222157029642 	 100
48 	 2 	 100 	 222.222157029642 	 100
48 	 3 	 100 	 222.222157029642 	 100
48 	 4 	 100 	 222.222157029642 	 100
49 	 1 	 100 	 222.222157029642 	 100
49 	 2 	 100 	 222.222157029642 	 100
49 	 3 	 100 	 222.222157029642 	 100
49 	 4 	 100 	 222.222157029642 	 100
50 	 1 	 100 	 222.222157029642 	 100
50 	 2 	 100 	 222.222157029642 	 100
50 	 3 	 100 	 222.222157029642 	 100
50 	 4 	 100 	 222.222157029642 	 100
51 	 1 	 100 	 222.222157029642 	 100
51 	 2 	 100 	 222.222157029642 	 100
51 	 3 	 100 	 222.222157029642 	 100
51 	 4 	 100 	 222.222157029642 	 100
52 	 1 	 99.4315490722656 	 220.987039921633 	 100
52 	 2 	 100 	 222.222157029642 	 100
52 	 3 	 100 	 222.222157029642 	 100
52 	 4 	 100 	 222.222157029642 	 100
52 	 5 	 100 	 222.222157029642 	 100
52 	 6 	 100 	 222.222157029642 	 100
52 	 7 	 100 	 222.222157029642 	 100
53 	 1 	 96.8855667114258 	 216.123280304584 	 100
53 	 2 	 100 	 222.222157029642 	 99.9999994165023
53 	 3 	 100 	 222.222157029642 	 99.9999994165023
53 	 4 	 100 	 222.222157029642 	 99.9999994165023
53 	 5 	 100 	 222.222157029642 	 99.9999994165023
53 	 6 	 100 	 222.222157029642 	 99.9999994165023
53 	 7 	 100 	 222.222157029642 	 99.9999994165023
54 	 1 	 95.9565124511719 	 214.609047440123 	 100
54 	 2 	 100 	 222.222157029642 	 100
54 	 3 	 100 	 222.222157029642 	 100
54 	 4 	 100 	 222.222157029642 	 100
54 	 5 	 100 	 222.222157029642 	 100
54 	 6 	 100 	 222.222157029642 	 100
54 	 7 	 100 	 222.222157029642 	 100
55 	 1 	 95.1432952880859 	 213.392664832039 	 100
55 	 2 	 100 	 222.222157029642 	 99.999996659139
55 	 3 	 100 	 222.222157029642 	 99.999996659139
55 	 4 	 100 	 222.222157029642 	 99.999996659139
55 	 5 	 100 	 222.222157029642 	 99.999996659139
55 	 6 	 100 	 222.222157029642 	 99.999996659139
55 	 7 	 100 	 222.222157029642 	 99.999996659139
56 	 1 	 94.420524597168 	 212.394622168343 	 100
56 	 2 	 100 	 222.222157029642 	 99.999996670183
56 	 3 	 100 	 222.222157029642 	 99.999996670183
56 	 4 	 100 	 222.222157029642 	 99.999996670183
56 	 5 	 100 	 222.222157029642 	 99.999996670183
56 	 6 	 100 	 222.222157029642 	 99.999996670183
56 	 7 	 100 	 222.222157029642 	 99.999996670183
57 	 1 	 93.3724060058594 	 211.081982601856 	 100
57 	 2 	 100 	 222.222157029642 	 99.999996975121
57 	 3 	 100 	 222.222157029642 	 99.999996975121
57 	 4 	 100 	 222.222157029642 	 99.999996975121
57 	 5 	 100 	 222.222157029642 	 99.999996975121
57 	 6 	 100 	 222.222157029642 	 99.999996975121
57 	 7 	 100 	 222.222157029642 	 99.999996975121
58 	 1 	 92.7979507446289 	 210.428260147574 	 100
58 	 2 	 100 	 222.222157029642 	 99.9999982670007
58 	 3 	 100 	 222.222157029642 	 99.9999982670007
58 	 4 	 100 	 222.222157029642 	 99.9999982670007
58 	 5 	 100 	 222.222157029642 	 99.9999982670007
58 	 6 	 100 	 222.222157029642 	 99.9999982670007
58 	 7 	 100 	 222.222157029642 	 99.9999982670007
59 	 1 	 92.2704315185547 	 209.867839022496 	 100
59 	 2 	 100 	 222.222157029642 	 100
59 	 3 	 100 	 222.222157029642 	 100
59 	 4 	 100 	 222.222157029642 	 100
59 	 5 	 100 	 222.222157029642 	 100
59 	 6 	 100 	 222.222157029642 	 100
59 	 7 	 100 	 222.222157029642 	 100
60 	 1 	 91.7813873291016 	 209.381713991053 	 100
60 	 2 	 100 	 222.222157029642 	 100
60 	 3 	 100 	 222.222157029642 	 100
60 	 4 	 100 	 222.222157029642 	 100
60 	 5 	 100 	 222.222157029642 	 100
60 	 6 	 100 	 222.222157029642 	 100
60 	 7 	 100 	 222.222157029642 	 100
61 	 1 	 90.1404724121094 	 207.977431294248 	 100
61 	 2 	 100 	 222.222157029642 	 99.9999966946323
61 	 3 	 100 	 222.222157029642 	 99.9999966946323
61 	 4 	 100 	 222.222157029642 	 99.9999966946323
61 	 5 	 100 	 222.222157029642 	 99.9999966946323
61 	 6 	 100 	 222.222157029642 	 99.9999966946323
61 	 7 	 100 	 222.222157029642 	 99.9999966946323
62 	 1 	 89.7670974731445 	 207.705064615964 	 100
62 	 2 	 100 	 222.222157029642 	 99.9999968303561
62 	 3 	 100 	 222.222157029642 	 99.9999968303561
62 	 4 	 100 	 222.222157029642 	 99.9999968303561
62 	 5 	 100 	 222.222157029642 	 99.9999968303561
62 	 6 	 100 	 222.222157029642 	 99.9999968303561
62 	 7 	 100 	 222.222157029642 	 99.9999968303561
63 	 1 	 89.417839050293 	 207.465596064415 	 100
63 	 2 	 100 	 222.222157029642 	 99.9999973652
63 	 3 	 100 	 222.222157029642 	 99.9999973652
63 	 4 	 100 	 222.222157029642 	 99.9999973652
63 	 5 	 100 	 222.222157029642 	 99.9999973652
63 	 6 	 100 	 222.222157029642 	 99.9999973652
63 	 7 	 100 	 222.222157029642 	 99.9999973652
64 	 1 	 89.0908966064453 	 207.254632648871 	 100
64 	 2 	 100 	 222.222157029642 	 99.9999992185718
64 	 3 	 100 	 222.222157029642 	 99.9999992185718
64 	 4 	 100 	 222.222157029642 	 99.9999992185718
64 	 5 	 100 	 222.222157029642 	 99.9999992185718
64 	 6 	 100 	 222.222157029642 	 99.9999992185718
64 	 7 	 100 	 222.222157029642 	 99.9999992185718
65 	 1 	 89.3728713989258 	 207.43582722279 	 100
65 	 2 	 100 	 222.222157029642 	 99.9999975038154
65 	 3 	 100 	 222.222157029642 	 99.9999975038154
65 	 4 	 100 	 222.222157029642 	 99.9999975038154
65 	 5 	 100 	 222.222157029642 	 99.9999975038154
65 	 6 	 100 	 222.222157029642 	 99.9999975038154
65 	 7 	 100 	 222.222157029642 	 99.9999975038154
66 	 1 	 89.0602722167969 	 207.235519153287 	 100
66 	 2 	 100 	 222.222157029642 	 99.9999995414999
66 	 3 	 100 	 222.222157029642 	 99.9999995414999
66 	 4 	 100 	 222.222157029642 	 99.9999995414999
66 	 5 	 100 	 222.222157029642 	 99.9999995414999
66 	 6 	 100 	 222.222157029642 	 99.9999995414999
66 	 7 	 100 	 222.222157029642 	 99.9999995414999
67 	 1 	 88.7681732177734 	 207.058730773186 	 100
67 	 2 	 100 	 222.222157029642 	 100
67 	 3 	 100 	 222.222157029642 	 100
67 	 4 	 100 	 222.222157029642 	 100
67 	 5 	 100 	 222.222157029642 	 100
67 	 6 	 100 	 222.222157029642 	 100
67 	 7 	 100 	 222.222157029642 	 100
68 	 1 	 88.4961090087891 	 206.902973449599 	 100
68 	 2 	 100 	 222.222157029642 	 100
68 	 3 	 100 	 222.222157029642 	 100
68 	 4 	 100 	 222.222157029642 	 100
68 	 5 	 100 	 222.222157029642 	 100
68 	 6 	 100 	 222.222157029642 	 100
68 	 7 	 100 	 222.222157029642 	 100
69 	 1 	 87.0747833251953 	 206.224725551278 	 100
69 	 2 	 100 	 222.222157029642 	 99.999997101736
69 	 3 	 100 	 222.222157029642 	 99.999997101736
69 	 4 	 100 	 222.222157029642 	 99.999997101736
69 	 5 	 100 	 222.222157029642 	 99.999997101736
69 	 6 	 100 	 222.222157029642 	 99.999997101736
69 	 7 	 100 	 222.222157029642 	 99.999997101736
70 	 1 	 86.8961181640625 	 206.155088554806 	 100
70 	 2 	 100 	 222.222157029642 	 99.999998045334
70 	 3 	 100 	 222.222157029642 	 99.999998045334
70 	 4 	 100 	 222.222157029642 	 99.999998045334
70 	 5 	 100 	 222.222157029642 	 99.999998045334
70 	 6 	 100 	 222.222157029642 	 99.999998045334
70 	 7 	 100 	 222.222157029642 	 99.999998045334
71 	 1 	 86.7351837158203 	 206.095264658415 	 100
71 	 2 	 100 	 222.222157029642 	 100
71 	 3 	 100 	 222.222157029642 	 100
71 	 4 	 100 	 222.222157029642 	 100
71 	 5 	 100 	 222.222157029642 	 100
71 	 6 	 100 	 222.222157029642 	 100
71 	 7 	 100 	 222.222157029642 	 100
72 	 1 	 86.5912704467773 	 206.044079238871 	 100
72 	 2 	 100 	 222.222157029642 	 100
72 	 3 	 100 	 222.222157029642 	 100
72 	 4 	 100 	 222.222157029642 	 100
72 	 5 	 100 	 222.222157029642 	 100
72 	 6 	 100 	 222.222157029642 	 100
72 	 7 	 100 	 222.222157029642 	 100
73 	 1 	 87.6245193481445 	 206.46056813454 	 100
73 	 2 	 100 	 222.222157029642 	 99.9999966699529
73 	 3 	 100 	 222.222157029642 	 99.9999966699529
73 	 4 	 100 	 222.222157029642 	 99.9999966699529
73 	 5 	 100 	 222.222157029642 	 99.9999966699529
73 	 6 	 100 	 222.222157029642 	 99.9999966699529
73 	 7 	 100 	 222.222157029642 	 99.9999966699529
74 	 1 	 87.4584274291992 	 206.385848199182 	 100
74 	 2 	 100 	 222.222157029642 	 99.9999966940214
74 	 3 	 100 	 222.222157029642 	 99.9999966940214
74 	 4 	 100 	 222.222157029642 	 99.9999966940214
74 	 5 	 100 	 222.222157029642 	 99.9999966940214
74 	 6 	 100 	 222.222157029642 	 99.9999966940214
74 	 7 	 100 	 222.222157029642 	 99.9999966940214
75 	 1 	 87.30712890625 	 206.320404236263 	 100
75 	 2 	 100 	 222.222157029642 	 99.9999967558367
75 	 3 	 100 	 222.222157029642 	 99.9999967558367
75 	 4 	 100 	 222.222157029642 	 99.9999967558367
75 	 5 	 100 	 222.222157029642 	 99.9999967558367
75 	 6 	 100 	 222.222157029642 	 99.9999967558367
75 	 7 	 100 	 222.222157029642 	 99.9999967558367
76 	 1 	 87.1695938110352 	 206.263065896101 	 100
76 	 2 	 100 	 222.222157029642 	 99.9999968983399
76 	 3 	 100 	 222.222157029642 	 99.9999968983399
76 	 4 	 100 	 222.222157029642 	 99.9999968983399
76 	 5 	 100 	 222.222157029642 	 99.9999968983399
76 	 6 	 100 	 222.222157029642 	 99.9999968983399
76 	 7 	 100 	 222.222157029642 	 99.9999968983399
77 	 1 	 87.8172149658203 	 206.551060468719 	 100
77 	 2 	 100 	 222.222157029642 	 99.9999966613761
77 	 3 	 100 	 222.222157029642 	 99.9999966613761
77 	 4 	 100 	 222.222157029642 	 99.9999966613761
77 	 5 	 100 	 222.222157029642 	 99.9999966613761
77 	 6 	 100 	 222.222157029642 	 99.9999966613761
77 	 7 	 100 	 222.222157029642 	 99.9999966613761
78 	 1 	 87.6691741943359 	 206.481173656736 	 100
78 	 2 	 100 	 222.222157029642 	 99.999996666891
78 	 3 	 100 	 222.222157029642 	 99.999996666891
78 	 4 	 100 	 222.222157029642 	 99.999996666891
78 	 5 	 100 	 222.222157029642 	 99.999996666891
78 	 6 	 100 	 222.222157029642 	 99.999996666891
78 	 7 	 100 	 222.222157029642 	 99.999996666891
79 	 1 	 87.5318374633789 	 206.418500572513 	 100
79 	 2 	 100 	 222.222157029642 	 99.9999966801251
79 	 3 	 100 	 222.222157029642 	 99.9999966801251
79 	 4 	 100 	 222.222157029642 	 99.9999966801251
79 	 5 	 100 	 222.222157029642 	 99.9999966801251
79 	 6 	 100 	 222.222157029642 	 99.9999966801251
79 	 7 	 100 	 222.222157029642 	 99.9999966801251
80 	 1 	 87.4042434692383 	 206.362124827683 	 100
80 	 2 	 100 	 222.222157029642 	 99.9999967095719
80 	 3 	 100 	 222.222157029642 	 99.9999967095719
80 	 4 	 100 	 222.222157029642 	 99.9999967095719
80 	 5 	 100 	 222.222157029642 	 99.9999967095719
80 	 6 	 100 	 222.222157029642 	 99.9999967095719
80 	 7 	 100 	 222.222157029642 	 99.9999967095719
81 	 1 	 87.6714630126953 	 206.482235726732 	 100
81 	 2 	 100 	 222.222157029642 	 99.9999966667573
81 	 3 	 100 	 222.222157029642 	 99.9999966667573
81 	 4 	 100 	 222.222157029642 	 99.9999966667573
81 	 5 	 100 	 222.222157029642 	 99.9999966667573
81 	 6 	 100 	 222.222157029642 	 99.9999966667573
81 	 7 	 100 	 222.222157029642 	 99.9999966667573
82 	 1 	 87.5438232421875 	 206.423887771009 	 100
82 	 2 	 100 	 222.222157029642 	 99.9999966784312
82 	 3 	 100 	 222.222157029642 	 99.9999966784312
82 	 4 	 100 	 222.222157029642 	 99.9999966784312
82 	 5 	 100 	 222.222157029642 	 99.9999966784312
82 	 6 	 100 	 222.222157029642 	 99.9999966784312
82 	 7 	 100 	 222.222157029642 	 99.9999966784312
83 	 1 	 87.4237060546875 	 206.370609314005 	 100
83 	 2 	 100 	 222.222157029642 	 99.99999670334
83 	 3 	 100 	 222.222157029642 	 99.99999670334
83 	 4 	 100 	 222.222157029642 	 99.99999670334
83 	 5 	 100 	 222.222157029642 	 99.99999670334
83 	 6 	 100 	 222.222157029642 	 99.99999670334
83 	 7 	 100 	 222.222157029642 	 99.99999670334
84 	 1 	 87.3105621337891 	 206.321861706841 	 100
84 	 2 	 100 	 222.222157029642 	 99.999996753654
84 	 3 	 100 	 222.222157029642 	 99.999996753654
84 	 4 	 100 	 222.222157029642 	 99.999996753654
84 	 5 	 100 	 222.222157029642 	 99.999996753654
84 	 6 	 100 	 222.222157029642 	 99.999996753654
84 	 7 	 100 	 222.222157029642 	 99.999996753654
85 	 1 	 87.7827377319336 	 206.53456781887 	 100
85 	 2 	 100 	 222.222157029642 	 99.9999966622186
85 	 3 	 100 	 222.222157029642 	 99.9999966622186
85 	 4 	 100 	 222.222157029642 	 99.9999966622186
85 	 5 	 100 	 222.222157029642 	 99.9999966622186
85 	 6 	 100 	 222.222157029642 	 99.9999966622186
85 	 7 	 100 	 222.222157029642 	 99.9999966622186
86 	 1 	 87.6569976806641 	 206.475533151114 	 100
86 	 2 	 100 	 222.222157029642 	 99.9999966676373
86 	 3 	 100 	 222.222157029642 	 99.9999966676373
86 	 4 	 100 	 222.222157029642 	 99.9999966676373
86 	 5 	 100 	 222.222157029642 	 99.9999966676373
86 	 6 	 100 	 222.222157029642 	 99.9999966676373
86 	 7 	 100 	 222.222157029642 	 99.9999966676373
87 	 1 	 87.5381774902344 	 206.42134823763 	 100
87 	 2 	 100 	 222.222157029642 	 99.9999966792123
87 	 3 	 100 	 222.222157029642 	 99.9999966792123
87 	 4 	 100 	 222.222157029642 	 99.9999966792123
87 	 5 	 100 	 222.222157029642 	 99.9999966792123
87 	 6 	 100 	 222.222157029642 	 99.9999966792123
87 	 7 	 100 	 222.222157029642 	 99.9999966792123
88 	 1 	 87.4289627075195 	 206.372907966975 	 100
88 	 2 	 100 	 222.222157029642 	 99.9999967017889
88 	 3 	 100 	 222.222157029642 	 99.9999967017889
88 	 4 	 100 	 222.222157029642 	 99.9999967017889
88 	 5 	 100 	 222.222157029642 	 99.9999967017889
88 	 6 	 100 	 222.222157029642 	 99.9999967017889
88 	 7 	 100 	 222.222157029642 	 99.9999967017889
89 	 1 	 87.7202987670898 	 206.505034489598 	 100
89 	 2 	 100 	 222.222157029642 	 99.9999966643453
89 	 3 	 100 	 222.222157029642 	 99.9999966643453
89 	 4 	 100 	 222.222157029642 	 99.9999966643453
89 	 5 	 100 	 222.222157029642 	 99.9999966643453
89 	 6 	 100 	 222.222157029642 	 99.9999966643453
89 	 7 	 100 	 222.222157029642 	 99.9999966643453
90 	 1 	 87.6286163330078 	 206.462449500074 	 100
90 	 2 	 100 	 222.222157029642 	 99.9999966696323
90 	 3 	 100 	 222.222157029642 	 99.9999966696323
90 	 4 	 100 	 222.222157029642 	 99.9999966696323
90 	 5 	 100 	 222.222157029642 	 99.9999966696323
90 	 6 	 100 	 222.222157029642 	 99.9999966696323
90 	 7 	 100 	 222.222157029642 	 99.9999966696323
91 	 1 	 87.5628967285156 	 206.432493113106 	 100
91 	 2 	 100 	 222.222157029642 	 99.9999966759987
91 	 3 	 100 	 222.222157029642 	 99.9999966759987
91 	 4 	 100 	 222.222157029642 	 99.9999966759987
91 	 5 	 100 	 222.222157029642 	 99.9999966759987
91 	 6 	 100 	 222.222157029642 	 99.9999966759987
91 	 7 	 100 	 222.222157029642 	 99.9999966759987
92 	 1 	 87.5283584594727 	 206.41693982545 	 100
92 	 2 	 100 	 222.222157029642 	 99.9999966806425
92 	 3 	 100 	 222.222157029642 	 99.9999966806425
92 	 4 	 100 	 222.222157029642 	 99.9999966806425
92 	 5 	 100 	 222.222157029642 	 99.9999966806425
92 	 6 	 100 	 222.222157029642 	 99.9999966806425
92 	 7 	 100 	 222.222157029642 	 99.9999966806425
92 	 8 	 100 	 222.222157029642 	 99.9999966806425
93 	 1 	 95.526725769043 	 213.953699229125 	 100
93 	 2 	 100 	 222.222157029642 	 100
93 	 3 	 100 	 222.222157029642 	 100
94 	 1 	 88.1173629760742 	 206.700238541139 	 100
94 	 2 	 100 	 222.222157029642 	 100
94 	 3 	 100 	 222.222157029642 	 100
95 	 1 	 88.0404434204102 	 206.661047427901 	 100
95 	 2 	 100 	 222.222157029642 	 99.999996658882
95 	 3 	 100 	 222.222157029642 	 99.999996658882
96 	 1 	 87.9632110595703 	 206.622364739239 	 100
96 	 2 	 100 	 222.222157029642 	 99.9999966593656
96 	 3 	 100 	 222.222157029642 	 99.9999966593656
