Date				 TimeStep	 Iteration 	 PG[MW] 	 FuelRate [m3/s]	 PGMAX [MW]
12/01/2016 10:00:00		16			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:15:00		17			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:30:00		18			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:45:00		19			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:00:00		16			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:15:00		17			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:30:00		18			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:45:00		19			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:00:00		16			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:15:00		17			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:30:00		18			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:45:00		19			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:00:00		16			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:15:00		17			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:30:00		18			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 10:45:00		19			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:00:00		20			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:15:00		21			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:30:00		22			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:45:00		23			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:00:00		20			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:15:00		21			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:30:00		22			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:45:00		23			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:00:00		20			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:15:00		21			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:30:00		22			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:45:00		23			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:00:00		20			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:15:00		21			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:30:00		22			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 11:45:00		23			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:00:00		24			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:15:00		25			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:30:00		26			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:45:00		27			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:00:00		24			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:15:00		25			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:30:00		26			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:45:00		27			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:00:00		24			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:15:00		25			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:30:00		26			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:45:00		27			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:00:00		24			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:15:00		25			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:30:00		26			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 12:45:00		27			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:00:00		28			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:15:00		29			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:30:00		30			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:45:00		31			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:00:00		28			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:15:00		29			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:30:00		30			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:45:00		31			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:00:00		28			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:15:00		29			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:30:00		30			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:45:00		31			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:00:00		28			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:15:00		29			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:30:00		30			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 13:45:00		31			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:00:00		32			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:15:00		33			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:30:00		34			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:45:00		35			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:00:00		32			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:15:00		33			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:30:00		34			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:45:00		35			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:00:00		32			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:15:00		33			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:30:00		34			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:45:00		35			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:00:00		32			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:15:00		33			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:30:00		34			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 14:45:00		35			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:00:00		36			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:15:00		37			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:30:00		38			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:45:00		39			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:00:00		36			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:15:00		37			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:30:00		38			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:45:00		39			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:00:00		36			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:15:00		37			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:30:00		38			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:45:00		39			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:00:00		36			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:15:00		37			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:30:00		38			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 15:45:00		39			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:00:00		40			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:15:00		41			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:30:00		42			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:45:00		43			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:00:00		40			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:15:00		41			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:30:00		42			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:45:00		43			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:00:00		40			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:15:00		41			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:30:00		42			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:45:00		43			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:00:00		40			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:15:00		41			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:30:00		42			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 16:45:00		43			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:00:00		44			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:15:00		45			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:30:00		46			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:45:00		47			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:00:00		44			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:15:00		45			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:30:00		46			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:45:00		47			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:00:00		44			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:15:00		45			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:30:00		46			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:45:00		47			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:00:00		44			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:15:00		45			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:30:00		46			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 17:45:00		47			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:00:00		48			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:15:00		49			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:30:00		50			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:45:00		51			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:00:00		48			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:15:00		49			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:30:00		50			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:45:00		51			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:00:00		48			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:15:00		49			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:30:00		50			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:45:00		51			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:00:00		48			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:15:00		49			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:30:00		50			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 18:45:00		51			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:00:00		52			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:15:00		53			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:30:00		54			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:45:00		55			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:00:00		52			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:15:00		53			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:30:00		54			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:45:00		55			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:00:00		52			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:15:00		53			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:30:00		54			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:45:00		55			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:00:00		52			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:15:00		53			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:30:00		54			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 19:45:00		55			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:00:00		56			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:15:00		57			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:30:00		58			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:45:00		59			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:00:00		56			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:15:00		57			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:30:00		58			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:45:00		59			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:00:00		56			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:15:00		57			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:30:00		58			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:45:00		59			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:00:00		56			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:15:00		57			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:30:00		58			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 20:45:00		59			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:00:00		60			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:15:00		61			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:30:00		62			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:45:00		63			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:00:00		60			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:15:00		61			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:30:00		62			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:45:00		63			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:00:00		60			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:15:00		61			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:30:00		62			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:45:00		63			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:00:00		60			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:15:00		61			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:30:00		62			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 21:45:00		63			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:00:00		64			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:15:00		65			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:30:00		66			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:45:00		67			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:00:00		64			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:15:00		65			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:30:00		66			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:45:00		67			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:00:00		64			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:15:00		65			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:30:00		66			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:45:00		67			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:00:00		64			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:15:00		65			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:30:00		66			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 22:45:00		67			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:00:00		68			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:15:00		69			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:30:00		70			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:45:00		71			0		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:00:00		68			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:15:00		69			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:30:00		70			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:45:00		71			1		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:00:00		68			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:15:00		69			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:30:00		70			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:45:00		71			2		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:00:00		68			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:15:00		69			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:30:00		70			3		 115.00000 	 0.00000 	 115.00000
12/01/2016 23:45:00		71			3		 115.00000 	 0.00000 	 115.00000
12/02/2016 00:00:00		72			0		 111.00000 	 0.00000 	 115.00000
12/02/2016 00:15:00		73			0		 103.33451 	 0.00000 	 115.00000
12/02/2016 00:30:00		74			0		 97.18744 	 0.00000 	 115.00000
12/02/2016 00:45:00		75			0		 92.69665 	 0.00000 	 115.00000
12/02/2016 00:00:00		72			1		 111.00000 	 0.00000 	 115.00000
12/02/2016 00:15:00		73			1		 103.33451 	 0.00000 	 115.00000
12/02/2016 00:30:00		74			1		 97.18744 	 0.00000 	 115.00000
12/02/2016 00:45:00		75			1		 92.69665 	 0.00000 	 115.00000
12/02/2016 00:00:00		72			2		 111.00000 	 0.00000 	 115.00000
12/02/2016 00:15:00		73			2		 103.33451 	 0.00000 	 115.00000
12/02/2016 00:30:00		74			2		 97.18744 	 0.00000 	 115.00000
12/02/2016 00:45:00		75			2		 92.69665 	 0.00000 	 115.00000
12/02/2016 00:00:00		72			3		 111.00000 	 0.00000 	 115.00000
12/02/2016 00:15:00		73			3		 103.33451 	 0.00000 	 115.00000
12/02/2016 00:30:00		74			3		 97.18744 	 0.00000 	 115.00000
12/02/2016 00:45:00		75			3		 92.69665 	 0.00000 	 115.00000
12/02/2016 01:00:00		76			0		 115.00000 	 0.00000 	 115.00000
12/02/2016 01:15:00		77			0		 114.08048 	 0.00000 	 115.00000
12/02/2016 01:30:00		78			0		 114.30157 	 0.00000 	 115.00000
12/02/2016 01:45:00		79			0		 114.87188 	 0.00000 	 115.00000
12/02/2016 01:00:00		76			1		 115.00000 	 0.00000 	 115.00000
12/02/2016 01:15:00		77			1		 114.08048 	 0.00000 	 115.00000
12/02/2016 01:30:00		78			1		 114.30157 	 0.00000 	 115.00000
12/02/2016 01:45:00		79			1		 114.87188 	 0.00000 	 115.00000
12/02/2016 01:00:00		76			2		 115.00000 	 0.00000 	 115.00000
12/02/2016 01:15:00		77			2		 114.08048 	 0.00000 	 115.00000
12/02/2016 01:30:00		78			2		 114.30157 	 0.00000 	 115.00000
12/02/2016 01:45:00		79			2		 114.87188 	 0.00000 	 115.00000
12/02/2016 01:00:00		76			3		 115.00000 	 0.00000 	 115.00000
12/02/2016 01:15:00		77			3		 114.08048 	 0.00000 	 115.00000
12/02/2016 01:30:00		78			3		 114.30157 	 0.00000 	 115.00000
12/02/2016 01:45:00		79			3		 114.87188 	 0.00000 	 115.00000
12/02/2016 02:00:00		80			0		 115.00000 	 0.00000 	 115.00000
12/02/2016 02:15:00		81			0		 114.20294 	 0.00000 	 115.00000
12/02/2016 02:30:00		82			0		 113.23128 	 0.00000 	 115.00000
12/02/2016 02:45:00		83			0		 113.14397 	 0.00000 	 115.00000
12/02/2016 02:00:00		80			1		 115.00000 	 0.00000 	 115.00000
12/02/2016 02:15:00		81			1		 114.20294 	 0.00000 	 115.00000
12/02/2016 02:30:00		82			1		 113.23128 	 0.00000 	 115.00000
12/02/2016 02:45:00		83			1		 113.14397 	 0.00000 	 115.00000
12/02/2016 02:00:00		80			2		 115.00000 	 0.00000 	 115.00000
12/02/2016 02:15:00		81			2		 114.20294 	 0.00000 	 115.00000
12/02/2016 02:30:00		82			2		 113.23128 	 0.00000 	 115.00000
12/02/2016 02:45:00		83			2		 113.14397 	 0.00000 	 115.00000
12/02/2016 02:00:00		80			3		 115.00000 	 0.00000 	 115.00000
12/02/2016 02:15:00		81			3		 114.20294 	 0.00000 	 115.00000
12/02/2016 02:30:00		82			3		 113.23128 	 0.00000 	 115.00000
12/02/2016 02:45:00		83			3		 113.14397 	 0.00000 	 115.00000
12/02/2016 03:00:00		84			0		 115.00000 	 0.00000 	 115.00000
12/02/2016 03:15:00		85			0		 94.43587 	 0.00000 	 115.00000
12/02/2016 03:30:00		86			0		 100.39832 	 0.00000 	 115.00000
12/02/2016 03:45:00		87			0		 106.41160 	 0.00000 	 115.00000
12/02/2016 03:00:00		84			1		 115.00000 	 0.00000 	 115.00000
12/02/2016 03:15:00		85			1		 94.43587 	 0.00000 	 115.00000
12/02/2016 03:30:00		86			1		 100.39832 	 0.00000 	 115.00000
12/02/2016 03:45:00		87			1		 106.41160 	 0.00000 	 115.00000
12/02/2016 03:00:00		84			2		 115.00000 	 0.00000 	 115.00000
12/02/2016 03:15:00		85			2		 94.43587 	 0.00000 	 115.00000
12/02/2016 03:30:00		86			2		 100.39832 	 0.00000 	 115.00000
12/02/2016 03:45:00		87			2		 106.41160 	 0.00000 	 115.00000
12/02/2016 03:00:00		84			3		 115.00000 	 0.00000 	 115.00000
12/02/2016 03:15:00		85			3		 94.43587 	 0.00000 	 115.00000
12/02/2016 03:30:00		86			3		 100.39832 	 0.00000 	 115.00000
12/02/2016 03:45:00		87			3		 106.41160 	 0.00000 	 115.00000
12/02/2016 04:00:00		88			0		 111.00000 	 0.00000 	 115.00000
12/02/2016 04:15:00		89			0		 113.08482 	 0.00000 	 115.00000
12/02/2016 04:30:00		90			0		 113.17546 	 0.00000 	 115.00000
12/02/2016 04:45:00		91			0		 112.17837 	 0.00000 	 115.00000
12/02/2016 04:00:00		88			1		 111.00000 	 0.00000 	 115.00000
12/02/2016 04:15:00		89			1		 113.08482 	 0.00000 	 115.00000
12/02/2016 04:30:00		90			1		 113.17546 	 0.00000 	 115.00000
12/02/2016 04:45:00		91			1		 112.17837 	 0.00000 	 115.00000
12/02/2016 04:00:00		88			2		 111.00000 	 0.00000 	 115.00000
12/02/2016 04:15:00		89			2		 113.08482 	 0.00000 	 115.00000
12/02/2016 04:30:00		90			2		 113.17546 	 0.00000 	 115.00000
12/02/2016 04:45:00		91			2		 112.17837 	 0.00000 	 115.00000
12/02/2016 04:00:00		88			3		 111.00000 	 0.00000 	 115.00000
12/02/2016 04:15:00		89			3		 113.08482 	 0.00000 	 115.00000
12/02/2016 04:30:00		90			3		 113.17546 	 0.00000 	 115.00000
12/02/2016 04:45:00		91			3		 112.17837 	 0.00000 	 115.00000
12/02/2016 05:00:00		92			0		 111.00000 	 0.00000 	 115.00000
12/02/2016 05:15:00		93			0		 110.36549 	 0.00000 	 115.00000
12/02/2016 05:30:00		94			0		 110.27485 	 0.00000 	 115.00000
12/02/2016 05:45:00		95			0		 110.54678 	 0.00000 	 115.00000
12/02/2016 05:00:00		92			1		 111.00000 	 0.00000 	 115.00000
12/02/2016 05:15:00		93			1		 110.36549 	 0.00000 	 115.00000
12/02/2016 05:30:00		94			1		 110.27485 	 0.00000 	 115.00000
12/02/2016 05:45:00		95			1		 110.54678 	 0.00000 	 115.00000
12/02/2016 05:00:00		92			2		 111.00000 	 0.00000 	 115.00000
12/02/2016 05:15:00		93			2		 110.36549 	 0.00000 	 115.00000
12/02/2016 05:30:00		94			2		 110.27485 	 0.00000 	 115.00000
12/02/2016 05:45:00		95			2		 110.54678 	 0.00000 	 115.00000
12/02/2016 05:00:00		92			3		 111.00000 	 0.00000 	 115.00000
12/02/2016 05:15:00		93			3		 110.36549 	 0.00000 	 115.00000
12/02/2016 05:30:00		94			3		 110.27485 	 0.00000 	 115.00000
